show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7190,Movie,Khushi,Surya S.J._ Sunil Kumar Agrawal,Fardeen Khan_ Kareena Kapoor_ Amrish Puri_ Navin Nischol_ Beena_ Anup Soni_ Johnny Lever_ Sharat Saxena_ Amitabh Bachchan_ Sakshi Shivanand,India,1-Mar-18,2003,TV-14,157 min,Comedies_ International Movies_ Music & Musicals,While playing matchmaker to a pair of their friends_ two young university students begin developing feelings for each other.
s7191,Movie,Kia and Cosmos,Sudipto Roy,Ritwika Pal_ Swastika Mukherjee_ Joy Sengupta,India,1-May-19,2018,TV-14,124 min,Dramas_ Independent Movies_ International Movies,A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.
s5233,TV Show,Kibaoh Klashers,,Ben Diskin_ Cherami Leigh_ Dakota Basseri_ Keith Silverstein_ Johnny Yong Bosch_ Lucien Dodge_ Jamie Simone_ Nicolas Roye_ Robbie Daymond_ Michael Sorich,China,6-Oct-17,2017,TV-Y7,2 Seasons,Kids' TV,Young beetle Dylan and his friends Hailey and Ollie team up to compete against tough opponents in the exciting_ high-octane sport of Battle Blading.
s7192,Movie,Kickboxer: Retaliation,Dimitri Logothetis,Alain Moussi_ Jean-Claude Van Damme_ Mike Tyson_ Christopher Lambert_ Sara Malakul Lane_ Hafþór Júlíus Björnsson_ Sam Medina_ Steven Swadling,United States,26-Apr-18,2017,R,110 min,Action & Adventure,Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison_ where he's forced to fight a 400-pound brute.
s7193,Movie,Kickboxer: Vengeance,John Stockwell,Alain Moussi_ Jean-Claude Van Damme_ Dave Bautista_ Gina Carano_ Georges St-Pierre_ Sara Malakul Lane_ Matthew Ziff_ T.J. Storm_ Fabricio Werdum_ Cain Velasquez,United States,8-Dec-16,2016,TV-MA,90 min,Action & Adventure,After a skilled fighter falls in the ring_ his younger brother emerges from the shadows to train and get revenge against a brutal champion.
s7194,Movie,Kicking and Screaming,Noah Baumbach,Josh Hamilton_ Olivia d'Abo_ Carlos Jacott_ Chris Eigeman_ Eric Stoltz_ Jason Wiles_ Parker Posey_ Cara Buono_ Elliott Gould_ Samuel Gould,United States,4-Nov-19,1995,R,97 min,Comedies_ Independent Movies_ Romantic Movies,"After graduating_ four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy."
s3954,TV Show,Kicko & Super Speedo,,,,1-Apr-19,2018,TV-Y7,1 Season,Kids' TV_ TV Comedies,This high-energy animated series follows a gutsy kid and his trusty race-car pal as they save their city from bad guys and their scary vehicles.
s98,TV Show,Kid Cosmic,,Jack Fisher_ Tom Kenny_ Amanda C. Miller_ Kim Yarbrough_ Keith Ferguson_ Grey Griffin_ Lily Rose Silver,United States,7-Sep-21,2021,TV-Y7,2 Seasons,Kids' TV_ TV Comedies_ TV Sci-Fi & Fantasy,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.
s7195,Movie,Kid Kulafu,Paul Soriano,Robert Villar_ Alessandra de Rossi_ Cesar Montano_ Alex Medina_ Jake Macapagal_ Khalil Ramos_ Jomari Angeles_ Kokoy DeSantos,Philippines,4-Mar-19,2015,TV-14,108 min,Dramas_ International Movies_ Sports Movies,Growing up in poverty and political turmoil_ he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic.
s154,TV Show,Kid-E-Cats,,Lori Gardner_ Kate Bristol_ Billy Bob Thompson_ Marc Thompson_ Erica Schroeder,Russia,1-Sep-21,2016,TV-Y,2 Seasons,Kids' TV,Cookie_ Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.
s7196,Movie,Kidnapping Mr. Heineken,Daniel Alfredson,Jim Sturgess_ Sam Worthington_ Ryan Kwanten_ Anthony Hopkins_ Mark van Eeuwen_ Thomas Cocquerel_ Jemima West_ David Dencik,Netherlands_ Belgium_ United Kingdom_ United States,8-Sep-17,2015,R,95 min,Action & Adventure_ Dramas_ International Movies,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983_ his abductors make the largest ransom demand in history."
s3673,Movie,Kidnapping Stella,Thomas Sieben,Max von der Groeben_ Jella Haase_ Clemens Schick,Germany,12-Jul-19,2019,TV-MA,90 min,Dramas_ International Movies_ Thrillers,Snatched off the street and held for ransom_ a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.
s3452,Movie,Kids on the Block,Tugçe Soysop,Selim Bayraktar_ Berat Efe Parlar_ Esat Polat Güler_ Eda Döğer_ Dora Dalgıç_ Taha Sönmezisik_ Zeynep Ilgin Çelik_ Arda Taşarcan_ Alperen Efe Esmer_ İlknur Külahlıoglu_ İkra Külahlıoğlu,Turkey,4-Oct-19,2019,TV-PG,102 min,Children & Family Movies_ Comedies,When their fun in the park is threatened by a neighborhood nagger_ a group of friends declares war to play freely on their turf.
s7197,TV Show,Kikoriki,,Igor Dmitriev,,,2010,TV-Y,2 Seasons,Kids' TV,A wacky rabbit and his gang of animal pals have fun solving problems_ sharing stories and exploring their sometimes magical_ always special world.
s7198,Movie,Kill Bill: Vol. 1,Quentin Tarantino,Uma Thurman_ Lucy Liu_ Vivica A. Fox_ Daryl Hannah_ David Carradine_ Michael Madsen_ Julie Dreyfus_ Chiaki Kuriyama_ Sonny Chiba_ Gordon Liu,United States_ Japan,1-Jan-20,2003,R,111 min,Action & Adventure,An assassin is shot by her ruthless employer_ Bill_ and other members of their assassination circle. But she lives – and plots her vengeance.
s7199,Movie,Kill Bill: Vol. 2,Quentin Tarantino,Uma Thurman_ David Carradine_ Michael Madsen_ Daryl Hannah_ Gordon Liu_ Michael Parks_ Perla Haney-Jardine_ Helen Kim_ Claire Smithies_ Clark Middleton,United States,1-Jan-20,2004,R,137 min,Action & Adventure,The Bride has three left on her rampage list: Budd_ Elle Driver and Bill himself. But when she arrives at Bill's house_ she's in for a surprise.
s7200,Movie,Kill Command,Steven Gomez,Vanessa Kirby_ David Ajala_ Mike Noble_ Bentley Kalu_ Tom McKay_ Kelly Gough_ Osi Okerafor_ Damian Kell_ Tim Ahern_ Deborah Rosan_ Thure Lindhardt,United Kingdom,23-Feb-17,2016,TV-MA,100 min,Action & Adventure_ Independent Movies_ Sci-Fi & Fantasy,On a remote island_ elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.
s7201,Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,Jean-Baptiste Marcenac,France,1-May-19,2015,TV-14,53 min,Documentaries_ International Movies,From politicians to officers_ many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.
s3738,TV Show,Kill la Kill,,Ami Koshimizu_ Toshihiko Seki_ Ryoka Yuzuki_ Aya Suzaki_ Shinichiro Miki_ Tetsu Inada_ Nobuyuki Hiyama_ Mayumi Shintani_ Hiroyuki Yoshino_ Romi Park,Japan,15-Jun-19,2014,TV-MA,1 Season,Anime Series_ International TV Shows,"The ""woman with the scissor blade"" – Ryuko Matoi – searches for clues all around the world for the truth behind her father's death."
s3534,Movie,Kill Me If You Dare,Şenol Sönmez,Murat Boz_ Seda Bakan_ Açelya Topaloğlu_ Özgür Emre Yıldırım_ Seda Güven_ Yosi Mizrahi_ Dilşad Şimşek_ Ali Yoğurtçuoğlu,Turkey,6-Sep-19,2019,TV-14,100 min,Comedies_ International Movies_ Romantic Movies,Bogged down with money problems_ a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part.
s7202,Movie,Kill Ratio,Paul Tanter,Tom Hopper_ Amy Huberman_ Lacy Moore_ Brian McGuinness_ Luke Pierucci_ Nick Dunning,United States,17-Feb-17,2016,TV-MA,87 min,Action & Adventure,Posing as a telecom salesman at a business conference_ a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.
s7203,Movie,Kill the Irishman,Jonathan Hensleigh,Ray Stevenson_ Vincent D'Onofrio_ Val Kilmer_ Christopher Walken_ Linda Cardellini_ Fionnula Flanagan_ Jason Butler Harner_ Vinnie Jones_ Paul Sorvino_ Marcus Thomas_ Tony Darrow,United States,21-Aug-20,2011,R,106 min,Action & Adventure_ Dramas_ Independent Movies,This true crime tale charts the rise and fall of mobster Danny Greene_ who faced down the Mafia to gain control of organized crime in 1970s Cleveland.
s4292,Movie,Kill the Messenger,Michael Cuesta,Jeremy Renner_ Rosemarie DeWitt_ Ray Liotta_ Tim Blake Nelson_ Oliver Platt_ Barry Pepper_ Michael Sheen_ Paz Vega_ Michael Kenneth Williams_ Mary Elizabeth Winstead_ Andy Garcia_ Robert Patrick,United States,16-Dec-18,2014,R,112 min,Dramas_ Thrillers,In the 1980s_ a crusading journalist uncovers secret CIA funding for Nicaraguan rebels_ but the powers that be silence his investigation.
s5548,Movie,Killa,Avinash Arun,Amruta Subhash_ Archit Deodhar_ Parth Bhalerao_ Gaurish Gawade_ Atharva Upasni_ Swandand Raikar_ Shrikant Yadav_ Umesh Jagtap_ Shivalati Bokil_ Jui Kahate,India,1-Apr-17,2014,TV-14,107 min,Dramas_ International Movies,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
s1701,Movie,Killer Cove,Damián Romay,Haley Webb_ Donny Boaz_ Cathy Baron_ Jason Alan Smith_ Dennis Staroselsky_ Owen Miller_ Shawn Fitzgibbon,United States,14-Nov-20,2019,TV-14,87 min,Thrillers,An unlucky woman finds a solution for her hateful ex_ a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems.
s3025,TV Show,Killer Inside: The Mind of Aaron Hernandez,,Aaron Hernandez,United States,15-Jan-20,2020,TV-MA,1 Season,Crime TV Shows_ Docuseries,Via interviews with friends_ players and insiders_ this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.
s7204,Movie,Killer Klowns from Outer Space,Stephen Chiodo,Grant Cramer_ Suzanne Snyder_ John Allen Nelson_ John Vernon_ Michael S. Siegel_ Peter Licassi_ Royal Dano_ Christopher Titus_ Irene Michaels_ Karla Sue Krull,United States,1-Apr-20,1988,PG-13,86 min,Comedies_ Cult Movies_ Horror Movies,An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims_ cocooning their prey in cotton candy to eat later.
s3790,TV Show,Killer Ratings,,,,31-May-19,2019,TV-MA,1 Season,Crime TV Shows_ Docuseries_ International TV Shows,Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.
s2224,TV Show,Killer Women with Piers Morgan,,Piers Morgan,United Kingdom,19-Jul-20,2017,TV-MA,1 Season,British TV Shows_ Crime TV Shows_ Docuseries,Journalist Piers Morgan goes behind prison walls to speak with women convicted of shocking crimes_ shedding light on what drove them to murder.
s7205,Movie,Killers,Robert Luketic,Katherine Heigl_ Ashton Kutcher_ Tom Selleck_ Catherine O'Hara_ Katheryn Winnick_ Kevin Sussman_ Lisa Ann Walter_ Casey Wilson_ Rob Riggle_ Martin Mull_ Alex Borstein,United States,1-Jan-21,2010,PG-13,100 min,Action & Adventure_ Comedies_ Romantic Movies,After a whirlwind romance_ Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss.
s2173,Movie,Killing Hasselhoff,Darren Grant,Ken Jeong_ David Hasselhoff_ Jim Jefferies_ Jon Lovitz_ Rhys Darby_ Dan Bakkedahl_ Jennifer Ikeda_ Will Sasso_ Colton Dunn,United States,1-Aug-20,2017,R,80 min,Comedies,In major debt to a loan shark_ a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars.
s631,Movie,Killing Them Softly,Andrew Dominik,Brad Pitt_ Scoot McNairy_ Ben Mendelsohn_ Richard Jenkins_ James Gandolfini_ Ray Liotta_ Vincent Curatola_ Slaine_ Max Casella_ Trevor Long_ Sam Shepard,United States,28-Jun-21,2012,R,97 min,Dramas,When a couple of low-level crooks rob a Mob-protected poker game_ a slick enforcer is hired to track down the offenders and take care of business.
s7206,Movie,Kills on Wheels,Attila Till,Szabolcs Thuróczy_ Zoltán Fenyvesi_ Adám Fekete_ Dusan Vitanovic_ Mónika Balsai_ Lidia Danis_ Zoltán Mucsi,Hungary,15-Mar-18,2016,TV-MA,103 min,Action & Adventure_ Dramas_ International Movies,Two young men with disabilities befriend a hitman in a wheelchair and become his helpers_ only to wind up in the crosshairs of a Serbian mobster.
s7207,Movie,Kilo Two Bravo,Paul Katis,David Elliot_ Mark Stanley_ Scott Kyle_ Benjamin O'Mahony_ Bryan Parry_ Liam Ainsworth_ Andy Gibbins_ John Doughty_ Paul Luebke_ Thomas Davison_ Grant Kilburn_ Robert Mitchell_ Jon-Paul Bell_ Malachi Kirby_ Ali Cook,United Kingdom,1-Mar-19,2014,R,109 min,Dramas_ Independent Movies_ Thrillers,On patrol in Afghanistan_ a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.
s1377,Movie,Kilometers and Kilometers,Jeo Baby,Tovino Thomas_ India Jarvis_ Joju George_ Sidhartha Siva_ Basil Joseph_ Sudheesh_ Parvathi T_ Pauly Valsan,India,27-Jan-21,2020,TV-MA,127 min,Comedies_ Dramas_ Independent Movies,When a debt-ridden man reluctantly agrees to drive an American tourist around India_ their stark differences lead to bickering… and unexpected bonding.
s522,TV Show,Kim's Convenience,,Paul Sun-Hyung Lee_ Jean Yoon_ Andrea Bang_ Simu Liu_ Andrew Phung_ Nicole Power,Canada,6-Jul-21,2021,TV-MA,5 Seasons,International TV Shows_ TV Comedies,While running a convenience store in Toronto_ members of a Korean-Canadian family deal with customers_ each other and the evolving world around them.
s7208,Movie,King Jack,Felix Thompson,Charlie Plummer_ Cory Nichols_ Christian Madsen_ Danny Flaherty_ Erin Davie_ Chloe Levine,United States,1-Jul-16,2015,NR,81 min,Dramas_ Independent Movies,Already coping with a bully_ a mercurial older brother and summer school_ 15-year-old Jack is saddled with his young cousin for an eventful weekend.
s74,Movie,King of Boys,Kemi Adetiba,"Sola Sobowale_ Adesua Etomi_ Remilekun ""Reminisce"" Safaru_ Tobechukwu ""iLLbliss"" Ejiofor_ Toni Tones_ Paul Sambo_ Jide Kosoko_ Sharon Ooja",Nigeria,14-Sep-21,2018,TV-MA,182 min,Dramas_ International Movies,When a powerful businesswoman’s political ambitions are threatened by her underworld connections_ the ensuing power struggle could cost her everything.
s199,TV Show,King of Boys: The Return of the King,Kemi Adetiba,"Sola Sobowale_ Toni Tones_ Richard Mofe-Damijo_ Efa Iwara_ Titi Kuti_ Tobechukwu ""iLLbliss"" Ejiofor_ Remilekun ""Reminisce"" Safaru_ Charles  ""Charly Boy"" Oputa_ Nse Ikpe-Etim_ Keppy Ekpenyong Bassey_ Bimbo Manuel_ Akin Lewis_ Lord Frank_ Osas Ighodaro_ Taiwo Ajai-Lycett_ Paul Sambo",Nigeria,27-Aug-21,2021,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,Alhaja Eniola Salami starts anew and sets her sights on a different position of power_ fueled by revenge_ regret and ruthlessness.
s4790,Movie,King of Peking,Sam Voutas,Zhao Jun_ Wang Naixun_ Han Qing_ Si Chao_ Geng Bowen_ Yi Long,China_ United States_ Australia,2-Jul-18,2018,TV-14,88 min,Comedies_ Dramas_ International Movies,Strapped for cash_ a traveling projectionist begins to run a DVD pirating business_ putting him at odds with his young_ skeptical son.
s7209,Movie,King's Ransom,Jeffrey W. Byrd,Anthony Anderson_ Jay Mohr_ Kellita Smith_ Nicole Ari Parker_ Regina Hall_ Loretta Devine_ Donald Faison_ Leila Arcieri_ Charlie Murphy_ Brooke D'Orsay,United States_ Canada,1-Nov-19,2005,PG-13,98 min,Action & Adventure_ Comedies,A wealthy_ despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So_ he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.
s5384,TV Show,King’s War,,Chen Daoming_ Peter Ho_ Duan Yihong_ Qin Lan_ Li Yixiao_ Yang Lixin_ You Yong_ Yu Hewei,China,7-Jul-17,2012,TV-14,1 Season,International TV Shows_ TV Dramas,In 210 B.C._ during the upheaval following the death of Emperor Qin_ insurgent warriors Xiang Yu and Liu Bang fight for control of the Chinese empire.
s2822,TV Show,Kingdom,Kim Seong-hun,Ju Ji-hoon_ Ryu Seung-ryong_ Bae Doona_ Kim Sang-ho_ Kim Sung-kyu_ Jeon Seok-ho_ Kim Hye-jun_ Heo Jun-ho_ Jung Suk-won_ Kim Jong-soo,South Korea_ United States,13-Mar-20,2020,TV-MA,2 Seasons,International TV Shows_ Korean TV Shows_ TV Action & Adventure,While strange rumors about their ill king grip a kingdom_ the crown prince becomes their only hope against a mysterious plague overtaking the land.
s5226,Movie,Kingdom of Us,Lucy Cohen,,United Kingdom,13-Oct-17,2017,TV-MA,110 min,Documentaries,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.
s399,Movie,Kingdom: Ashin of the North,Kim Seong-hun,Gianna Jun_ Park Byung-eun_ Kim Si-a_ Kim Roi-ha_ Koo Kyo-hwan,,23-Jul-21,2021,TV-MA,94 min,Horror Movies_ International Movies_ Thrillers,"Tragedy_ betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom."""
s7210,TV Show,Kingdoms of the Sky,Steve Greenwood,,,1-Oct-18,2018,TV-PG,1 Season,British TV Shows_ Docuseries_ Science & Nature TV,Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.
s7211,Movie,Kingpin,Peter Farrelly_ Bobby Farrelly,Woody Harrelson_ Randy Quaid_ Vanessa Angel_ Bill Murray_ Chris Elliott_ William Jordan_ Richard Tyson_ Lin Shaye,United States,1-Jan-20,1996,PG-13,114 min,Comedies_ Cult Movies_ Sports Movies,After a bowler loses his hand_ his career takes a nosedive. That is_ until he uncovers the next big thing: an Amish kid named Ishmael.
s7212,Movie,Kings,Deniz Gamze Ergüven,Halle Berry_ Daniel Craig_ Lamar Johnson_ Kaalan Walker_ Rachel Hilson_ Issac Ryan Brown_ Callan Farris_ Serenity Reign Brown_ Reece Cody_ Aiden Akpan,France_ Belgium_ China_ United States,29-Oct-18,2017,R,87 min,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.
